N,Bubble,Quick,Insert
5842,125.734000,0.712000,30.481000
5843,126.547000,0.713000,30.561000
5844,129.199000,0.810000,33.249000
5845,127.506000,0.710000,30.062000
5846,125.921000,0.748000,30.605000
5847,128.037000,0.715000,30.165000
5848,126.443000,0.715000,30.318000
5849,127.120000,0.744000,31.941000
5850,126.764000,0.719000,31.768000
5851,129.132000,0.719000,31.456000
5852,127.886000,0.724000,30.616000
5853,126.999000,0.740000,30.112000
5854,127.469000,0.722000,30.020000
5855,126.745000,0.811000,30.209000
5856,127.505000,0.744000,30.524000
5857,128.854000,0.732000,29.619000
5858,126.614000,0.810000,30.313000
5859,126.173000,0.808000,30.513000
5860,129.564000,0.802000,30.396000
5861,126.193000,0.704000,30.795000
5862,126.958000,0.764000,30.119000
5863,128.865000,0.810000,29.806000
5864,126.995000,0.783000,30.979000
5865,125.960000,0.718000,30.830000
5866,127.714000,0.717000,30.689000
5867,127.381000,0.718000,30.891000
5868,127.423000,0.731000,30.725000
5869,129.639000,0.765000,31.306000
5870,127.634000,0.725000,30.897000
5871,127.764000,0.719000,30.470000
5872,128.014000,0.725000,31.911000
5873,127.562000,0.721000,30.840000
5874,127.184000,0.717000,30.310000
5875,128.698000,0.749000,31.084000
5876,127.714000,0.723000,32.591000
5877,128.406000,0.731000,31.068000
5878,129.342000,0.719000,30.619000
5879,127.919000,0.720000,30.691000
5880,128.575000,0.722000,30.681000
5881,127.684000,0.719000,30.912000
5882,128.502000,0.722000,30.738000
5883,128.728000,0.722000,31.039000
5884,128.019000,0.814000,30.508000
5885,129.855000,0.812000,30.747000
5886,128.978000,0.721000,30.705000
5887,127.895000,0.723000,31.056000
5888,128.677000,0.723000,31.382000
5889,128.442000,0.724000,30.615000
5890,128.946000,0.720000,30.708000
5891,131.544000,0.719000,30.508000
5892,130.372000,0.749000,30.880000
5893,130.978000,0.745000,30.924000
5894,131.724000,0.725000,31.105000
5895,128.583000,0.719000,31.017000
5896,131.513000,0.727000,30.646000
5897,130.181000,0.809000,32.537000
5898,128.446000,0.716000,31.000000
5899,131.960000,0.731000,30.889000
5900,130.064000,0.825000,32.120000
5901,129.886000,0.737000,30.732000
5902,128.352000,0.711000,31.261000
5903,132.924000,0.808000,32.563000
5904,130.245000,0.813000,30.387000
5905,128.278000,0.812000,31.066000
5906,129.769000,0.804000,31.984000
5907,130.314000,0.747000,30.438000
5908,129.788000,0.761000,30.881000
5909,130.707000,0.735000,30.701000
5910,130.627000,0.731000,30.683000
5911,130.377000,0.729000,30.814000
5912,129.690000,0.727000,31.480000
5913,130.396000,0.728000,30.982000
5914,130.580000,0.724000,31.489000
5915,130.204000,0.721000,31.240000
5916,131.196000,0.719000,31.393000
5917,132.193000,0.814000,31.976000
5918,132.734000,0.813000,32.551000
5919,131.154000,0.727000,31.061000
5920,131.418000,0.724000,31.500000
5921,130.198000,0.722000,31.375000
5922,132.221000,0.731000,31.097000
5923,130.640000,0.728000,31.245000
5924,129.984000,0.725000,32.432000
5925,132.471000,0.730000,31.161000
5926,131.184000,0.743000,31.564000
5927,130.857000,0.729000,31.238000
5928,131.182000,0.759000,31.298000
5929,131.952000,0.725000,31.049000
5930,129.460000,0.730000,31.202000
5931,133.900000,0.817000,31.340000
5932,131.545000,0.731000,31.366000
5933,130.892000,0.726000,31.157000
5934,130.783000,0.723000,31.609000
5935,132.846000,0.725000,31.589000
5936,130.586000,0.729000,31.047000
5937,132.060000,0.729000,31.631000
5938,130.101000,0.723000,31.950000
5939,134.892000,0.764000,31.091000
5940,132.032000,0.738000,30.596000
5941,132.255000,0.728000,31.444000
5942,130.798000,0.733000,31.192000
5943,130.372000,0.718000,31.658000
5944,131.031000,0.728000,31.078000
5945,130.262000,0.728000,31.986000
5946,131.962000,0.817000,31.683000
5947,130.823000,0.732000,31.634000
5948,134.647000,0.814000,31.254000
5949,134.148000,0.762000,34.120000
5950,133.044000,0.744000,31.227000
5951,132.749000,0.730000,31.618000
5952,133.933000,0.771000,32.482000
5953,132.480000,0.741000,31.521000
5954,131.200000,0.735000,31.528000
5955,132.077000,0.783000,32.125000
5956,131.635000,0.832000,31.373000
5957,132.719000,0.735000,31.297000
5958,132.264000,0.730000,32.569000
5959,132.264000,0.727000,31.766000
5960,132.445000,0.733000,32.628000
5961,134.045000,0.821000,33.301000
5962,134.803000,0.824000,31.417000
5963,132.815000,0.724000,31.233000
5964,134.320000,0.726000,31.944000
5965,132.923000,0.741000,31.400000
5966,133.502000,0.733000,31.671000
5967,134.040000,0.821000,33.469000
5968,132.305000,0.823000,31.453000
5969,132.558000,0.755000,31.340000
5970,133.363000,0.826000,32.002000
5971,134.214000,0.729000,31.855000
5972,133.452000,0.736000,31.687000
5973,132.484000,0.734000,32.165000
5974,132.811000,0.734000,33.049000
5975,133.012000,0.749000,31.366000
5976,133.340000,0.826000,34.199000
5977,133.133000,0.729000,32.253000
5978,132.392000,0.731000,31.792000
5979,133.592000,0.827000,33.599000
5980,133.148000,0.736000,31.977000
5981,133.024000,0.738000,31.891000
5982,134.306000,0.731000,32.511000
5983,134.812000,0.745000,32.027000
5984,133.771000,0.745000,32.140000
5985,134.678000,0.835000,33.169000
5986,134.035000,0.829000,31.951000
5987,133.425000,0.809000,31.306000
5988,134.069000,0.780000,32.246000
5989,134.621000,0.733000,31.900000
5990,137.279000,0.740000,31.889000
5991,134.097000,0.825000,32.358000
5992,134.276000,0.764000,31.384000
5993,134.082000,0.749000,31.397000
5994,133.797000,0.734000,32.889000
5995,134.081000,0.729000,32.311000
5996,133.707000,0.740000,32.325000
5997,134.293000,0.835000,31.646000
5998,133.927000,0.759000,32.603000
5999,135.145000,0.738000,31.873000
6000,135.825000,0.737000,32.345000
6001,133.289000,0.772000,32.323000
6002,134.286000,0.722000,31.600000
6003,133.787000,0.827000,32.565000
6004,134.350000,0.730000,33.277000
6005,136.069000,0.733000,31.913000
6006,134.760000,0.734000,33.161000
6007,134.161000,0.739000,31.745000
6008,135.063000,0.760000,31.716000
6009,137.375000,0.767000,31.872000
6010,135.946000,0.741000,32.511000
6011,134.654000,0.740000,32.102000
6012,136.596000,0.740000,32.043000
6013,134.593000,0.735000,32.189000
6014,135.010000,0.756000,31.862000
6015,135.409000,0.734000,32.242000
6016,133.680000,0.827000,31.752000
6017,134.426000,0.768000,32.147000
6018,138.635000,0.733000,32.127000
6019,134.175000,0.733000,32.667000
6020,134.567000,0.749000,32.289000
6021,135.176000,0.795000,34.205000
6022,134.707000,0.736000,31.811000
6023,135.345000,0.743000,32.806000
6024,136.249000,0.743000,32.235000
6025,134.126000,0.833000,31.924000
6026,134.650000,0.761000,31.373000
6027,138.449000,0.734000,32.218000
6028,136.110000,0.735000,32.160000
6029,134.860000,0.738000,32.564000
6030,140.005000,0.840000,32.064000
6031,135.605000,0.754000,32.633000
6032,134.568000,0.742000,32.208000
6033,135.647000,0.747000,32.234000
6034,137.039000,0.830000,32.669000
6035,135.997000,0.741000,32.397000
6036,137.387000,0.772000,32.890000
6037,136.207000,0.743000,32.821000
6038,135.097000,0.734000,32.135000
6039,136.940000,0.776000,32.466000
6040,136.313000,0.747000,32.371000
6041,137.903000,0.731000,32.534000
6042,136.007000,0.785000,32.732000
6043,136.807000,0.748000,32.437000
6044,135.635000,0.736000,32.766000
6045,136.821000,0.740000,32.831000
6046,135.502000,0.836000,32.556000
6047,135.953000,0.735000,33.005000
6048,136.441000,0.738000,32.373000
6049,138.699000,0.742000,34.382000
6050,136.540000,0.844000,33.060000
6051,137.065000,0.742000,32.592000
6052,140.537000,0.784000,32.534000
6053,136.195000,0.838000,33.978000
6054,137.102000,0.741000,32.315000
6055,135.829000,0.743000,32.765000
6056,140.570000,0.824000,33.122000
6057,136.561000,0.761000,31.700000
6058,136.429000,0.744000,32.796000
6059,138.616000,0.744000,35.140000
6060,137.270000,0.771000,32.138000
6061,137.231000,0.747000,32.411000
6062,138.305000,0.836000,32.719000
6063,135.777000,0.746000,32.736000
6064,137.065000,0.832000,32.899000
6065,137.600000,0.752000,32.635000
6066,137.079000,0.751000,33.104000
6067,137.048000,0.836000,31.944000
6068,137.813000,0.783000,32.782000
6069,135.823000,0.743000,33.493000
6070,137.704000,0.745000,32.825000
6071,138.767000,0.849000,31.922000
6072,137.649000,0.748000,32.995000
6073,136.935000,0.741000,32.632000
6074,139.900000,0.847000,33.252000
6075,138.221000,0.751000,32.897000
6076,136.861000,0.745000,32.707000
6077,137.337000,0.736000,33.190000
6078,141.118000,0.753000,32.580000
6079,137.164000,0.751000,32.360000
6080,143.810000,0.840000,33.138000
6081,137.279000,0.741000,32.584000
6082,137.495000,0.740000,33.244000
6083,138.290000,0.745000,33.238000
6084,137.246000,0.752000,32.477000
6085,137.626000,0.750000,34.170000
6086,138.166000,0.790000,33.271000
6087,137.454000,0.839000,32.317000
6088,138.599000,0.771000,32.581000
6089,138.483000,0.747000,32.976000
6090,137.725000,0.747000,33.000000
6091,141.385000,0.739000,33.493000
6092,138.845000,0.739000,32.634000
6093,136.949000,0.822000,33.491000
6094,139.062000,0.847000,34.580000
6095,140.114000,0.763000,33.654000
6096,137.803000,0.744000,33.355000
6097,139.753000,0.746000,33.590000
6098,137.518000,0.745000,33.261000
6099,137.932000,0.846000,33.432000
6100,139.901000,0.754000,33.173000
6101,137.938000,0.751000,32.995000
6102,138.304000,0.747000,33.174000
6103,140.022000,0.767000,32.436000
6104,138.805000,0.748000,33.341000
6105,138.757000,0.849000,36.200000
6106,140.183000,0.759000,33.323000
6107,138.673000,0.746000,34.012000
6108,138.493000,0.776000,35.373000
6109,140.563000,0.758000,33.340000
6110,138.805000,0.752000,33.043000
6111,139.071000,0.777000,32.774000
6112,139.104000,0.748000,33.277000
6113,138.891000,0.784000,33.152000
6114,142.573000,0.770000,33.848000
6115,139.983000,0.748000,33.027000
6116,139.604000,0.854000,33.311000
6117,139.842000,0.754000,33.631000
6118,139.400000,0.773000,32.995000
6119,139.258000,0.754000,33.444000
6120,142.767000,0.750000,33.367000
6121,138.875000,0.754000,33.755000
6122,140.402000,0.787000,33.604000
6123,141.974000,0.766000,33.489000
6124,139.411000,0.754000,33.356000
6125,139.405000,0.816000,32.794000
6126,141.109000,0.760000,33.360000
6127,140.214000,0.775000,34.314000
6128,139.819000,0.760000,36.234000
6129,139.460000,0.773000,33.316000
6130,139.348000,0.778000,33.530000
6131,139.291000,0.845000,35.903000
6132,139.815000,0.751000,33.974000
6133,140.351000,0.775000,33.054000
6134,141.338000,0.765000,33.310000
6135,144.301000,0.757000,33.895000
6136,140.705000,0.752000,33.860000
6137,142.068000,0.854000,33.405000
6138,142.662000,0.758000,32.916000
6139,139.732000,0.751000,33.714000
6140,139.847000,0.850000,33.183000
6141,140.461000,0.755000,33.859000
6142,140.751000,0.745000,33.312000
6143,142.023000,0.784000,33.794000
6144,139.986000,0.750000,33.383000
6145,140.333000,0.853000,33.678000
6146,151.760000,0.747000,34.039000
6147,141.645000,0.847000,34.004000
6148,143.478000,0.856000,34.850000
6149,142.190000,0.751000,35.431000
6150,142.397000,0.750000,33.231000
6151,172.640000,1.039000,52.643000
6152,161.235000,0.843000,36.043000
6153,140.701000,0.756000,33.098000
6154,140.240000,0.759000,33.272000
6155,140.417000,0.777000,33.789000
6156,141.265000,0.760000,35.089000
6157,141.746000,0.851000,32.860000
6158,143.609000,0.761000,33.860000
6159,140.351000,0.749000,33.409000
6160,140.917000,0.752000,33.239000
6161,140.720000,0.749000,33.935000
6162,141.554000,0.759000,34.717000
6163,140.508000,0.769000,33.126000
6164,143.636000,0.778000,33.698000
6165,144.335000,0.762000,34.098000
6166,139.751000,0.756000,33.550000
6167,141.732000,0.750000,33.519000
6168,143.268000,0.760000,34.035000
6169,141.352000,0.759000,33.978000
6170,141.291000,0.762000,33.551000
6171,142.502000,0.860000,34.098000
6172,140.843000,0.758000,34.182000
6173,141.475000,0.763000,34.059000
6174,147.047000,0.762000,34.287000
6175,146.144000,0.763000,34.437000
6176,144.660000,0.764000,33.968000
6177,142.467000,0.766000,33.724000
6178,142.209000,0.778000,33.754000
6179,147.611000,0.846000,35.253000
6180,142.286000,0.791000,33.653000
6181,142.460000,0.762000,34.174000
6182,145.112000,0.862000,33.505000
6183,141.965000,0.766000,33.849000
6184,142.566000,0.785000,33.412000
6185,145.134000,0.757000,34.516000
6186,142.594000,0.761000,34.075000
6187,142.715000,0.763000,36.377000
6188,142.152000,0.768000,34.331000
6189,145.935000,0.755000,34.031000
6190,142.465000,0.780000,34.505000
6191,142.315000,0.794000,34.370000
6192,142.401000,0.770000,33.900000
6193,144.830000,0.858000,37.728000
6194,156.860000,0.849000,38.258000
6195,157.710000,0.861000,37.913000
6196,158.632000,0.872000,37.716000
6197,158.671000,0.858000,37.749000
6198,158.235000,0.885000,38.256000
6199,157.768000,0.867000,38.329000
6200,160.052000,0.848000,38.094000
6201,161.968000,0.876000,40.531000
6202,161.489000,0.874000,37.809000
6203,159.324000,0.871000,38.192000
6204,159.681000,0.875000,37.993000
6205,159.809000,0.854000,38.039000
6206,159.249000,0.847000,37.754000
6207,160.276000,0.867000,37.837000
6208,160.184000,0.852000,38.683000
6209,159.802000,0.877000,38.709000
6210,167.027000,0.869000,41.738000
6211,161.139000,0.864000,38.529000
6212,158.689000,0.882000,38.039000
6213,159.739000,0.866000,38.204000
6214,160.470000,0.897000,38.700000
6215,162.353000,0.862000,39.180000
6216,161.820000,0.861000,38.375000
6217,162.097000,0.861000,37.662000
6218,159.733000,0.859000,37.799000
6219,160.345000,0.875000,38.231000
6220,160.316000,0.872000,37.262000
6221,159.198000,0.853000,38.487000
6222,159.805000,0.862000,38.375000
6223,159.896000,0.857000,38.248000
6224,159.735000,0.889000,38.489000
6225,159.729000,0.893000,37.980000
6226,160.444000,0.861000,38.115000
6227,160.284000,0.853000,38.313000
6228,159.924000,0.867000,37.912000
6229,158.738000,0.868000,38.228000
6230,159.387000,0.857000,37.927000
6231,161.889000,0.915000,39.865000
6232,178.091000,0.858000,39.018000
6233,163.041000,0.776000,37.222000
6234,166.129000,0.763000,36.262000
6235,156.152000,0.793000,35.286000
6236,145.826000,0.851000,34.708000
6237,145.067000,0.793000,35.423000
6238,146.596000,0.799000,34.040000
6239,146.199000,0.764000,34.104000
6240,145.566000,0.860000,34.649000
6241,145.275000,0.769000,34.718000
6242,148.768000,0.765000,35.191000
6243,145.486000,0.773000,34.312000
6244,145.041000,0.777000,34.929000
6245,145.420000,0.767000,34.592000
6246,145.877000,0.810000,35.124000
6247,146.433000,0.776000,34.100000
6248,146.318000,0.774000,34.454000
6249,147.881000,0.757000,34.341000
6250,144.991000,0.771000,35.046000
6251,146.483000,0.820000,34.693000
6252,146.335000,0.770000,35.290000
6253,146.064000,0.767000,35.164000
6254,145.724000,0.777000,34.859000
6255,148.361000,0.767000,35.144000
6256,148.131000,0.866000,35.022000
6257,146.041000,0.769000,34.692000
6258,148.573000,0.782000,34.968000
6259,146.510000,0.778000,33.613000
6260,146.627000,0.773000,34.535000
6261,145.771000,0.771000,35.307000
6262,146.708000,0.767000,35.306000
6263,146.741000,0.767000,34.756000
6264,147.343000,0.769000,35.419000
6265,146.747000,0.772000,34.542000
6266,147.145000,0.774000,34.816000
6267,146.309000,0.786000,34.730000
6268,146.725000,0.775000,35.236000
6269,145.742000,0.799000,35.085000
6270,146.685000,0.764000,34.935000
6271,149.020000,0.775000,35.188000
6272,148.964000,0.780000,35.170000
6273,146.882000,0.771000,34.826000
6274,147.022000,0.785000,34.578000
6275,150.286000,0.889000,35.548000
6276,146.917000,0.771000,34.877000
6277,146.735000,0.809000,34.291000
6278,147.349000,0.773000,35.153000
6279,147.142000,0.772000,35.468000
6280,146.438000,0.760000,34.930000
6281,147.521000,0.768000,35.607000
6282,153.306000,0.808000,34.984000
6283,150.490000,0.766000,34.849000
6284,148.336000,0.783000,35.115000
6285,146.381000,0.781000,35.267000
6286,148.010000,0.780000,35.269000
6287,147.358000,0.810000,37.271000
6288,152.332000,0.880000,34.225000
6289,148.539000,0.768000,35.540000
6290,148.721000,0.822000,34.966000
6291,147.331000,0.869000,34.792000
6292,150.086000,0.881000,35.700000
6293,148.938000,0.809000,35.190000
6294,147.429000,0.783000,35.587000
6295,144.880000,0.771000,36.179000
6296,146.311000,0.772000,34.969000
6297,145.350000,0.781000,34.718000
6298,145.748000,0.768000,35.226000
6299,147.037000,0.772000,35.420000
6300,145.811000,0.778000,35.051000
6301,145.913000,0.775000,35.040000
6302,146.777000,0.802000,35.067000
6303,145.347000,0.805000,34.894000
6304,146.636000,0.772000,34.790000
6305,151.152000,0.806000,35.641000
6306,148.690000,0.802000,35.813000
6307,148.123000,0.809000,34.898000
6308,147.553000,0.798000,35.846000
6309,147.499000,0.778000,34.847000
6310,148.813000,0.776000,35.533000
6311,147.621000,0.771000,35.144000
6312,152.342000,0.773000,34.833000
6313,147.891000,0.890000,34.951000
6314,147.886000,0.773000,36.456000
6315,150.762000,0.773000,35.587000
6316,150.322000,0.803000,34.953000
6317,150.872000,0.871000,36.520000
6318,150.240000,0.777000,35.090000
6319,148.632000,0.875000,35.509000
6320,152.234000,0.868000,36.330000
6321,148.495000,0.824000,35.226000
6322,148.120000,0.780000,34.861000
6323,151.310000,0.786000,35.556000
6324,150.362000,0.783000,35.890000
6325,153.235000,0.794000,35.270000
6326,149.991000,0.783000,35.280000
6327,149.280000,0.792000,35.625000
6328,152.576000,0.825000,35.020000
6329,149.742000,0.783000,36.058000
6330,149.691000,0.775000,35.488000
6331,149.848000,0.773000,35.551000
6332,150.802000,0.801000,36.118000
6333,149.956000,0.808000,35.555000
6334,153.610000,0.780000,35.299000
6335,150.278000,0.875000,35.505000
6336,152.446000,0.803000,35.735000
6337,154.326000,0.781000,35.428000
6338,149.567000,0.876000,35.503000
6339,151.261000,0.791000,35.705000
6340,148.974000,0.781000,35.977000
6341,152.103000,0.780000,35.276000
6342,149.211000,0.788000,35.783000
6343,150.106000,0.777000,35.708000
6344,150.449000,0.777000,35.306000
6345,150.412000,0.781000,35.821000
6346,151.015000,0.772000,35.790000
6347,152.883000,0.780000,36.060000
6348,152.129000,0.811000,35.381000
6349,154.222000,0.876000,36.640000
6350,150.845000,0.785000,35.538000
6351,150.951000,0.798000,35.833000
6352,152.432000,0.789000,36.096000
6353,155.028000,0.785000,36.314000
6354,151.352000,0.783000,35.966000
6355,151.824000,0.799000,35.826000
6356,150.373000,0.777000,36.312000
6357,153.295000,0.784000,36.277000
6358,151.401000,0.787000,35.994000
6359,150.494000,0.790000,36.401000
6360,151.622000,0.780000,35.691000
6361,151.706000,0.784000,35.871000
6362,151.683000,0.791000,38.567000
6363,150.480000,0.791000,36.930000
6364,152.279000,0.787000,36.528000
6365,151.534000,0.788000,36.451000
6366,152.309000,0.779000,36.164000
6367,151.045000,0.787000,35.959000
6368,153.831000,0.786000,35.808000
6369,150.766000,0.786000,36.366000
6370,150.964000,0.881000,35.667000
6371,152.330000,0.778000,35.836000
6372,151.508000,0.789000,36.296000
6373,152.001000,0.784000,36.255000
6374,152.442000,0.786000,35.872000
6375,152.561000,0.785000,35.594000
6376,153.189000,0.797000,35.872000
6377,151.794000,0.789000,35.644000
6378,153.261000,0.876000,36.231000
6379,152.507000,0.792000,36.204000
6380,152.586000,0.781000,36.233000
6381,153.426000,0.792000,35.911000
6382,152.821000,0.793000,36.272000
6383,151.828000,0.779000,37.110000
6384,152.664000,0.790000,36.830000
6385,155.316000,0.823000,36.296000
6386,152.543000,0.898000,35.727000
6387,151.949000,0.792000,36.594000
6388,153.097000,0.789000,36.453000
6389,152.695000,0.799000,35.882000
6390,152.673000,0.844000,35.764000
6391,152.962000,0.787000,37.039000
6392,152.686000,0.787000,36.260000
6393,152.515000,0.793000,36.067000
6394,155.483000,0.889000,35.392000
6395,154.492000,0.886000,36.717000
6396,152.703000,0.823000,35.968000
6397,154.813000,0.816000,36.026000
6398,156.538000,0.788000,36.414000
6399,156.568000,0.879000,36.230000
6400,153.713000,0.889000,35.719000
6401,154.525000,0.785000,36.396000
6402,155.655000,0.794000,36.226000
6403,154.329000,0.800000,36.244000
6404,155.035000,0.797000,37.626000
6405,153.620000,0.787000,36.074000
6406,153.031000,0.797000,36.497000
6407,156.543000,0.798000,36.911000
6408,153.766000,0.783000,37.015000
6409,153.999000,0.816000,36.551000
6410,154.787000,0.796000,37.098000
6411,155.188000,0.790000,36.198000
6412,154.908000,0.796000,36.834000
6413,153.994000,0.832000,36.151000
6414,154.435000,0.787000,36.220000
6415,153.378000,0.818000,36.573000
6416,155.264000,0.798000,36.898000
6417,153.526000,0.828000,36.837000
6418,157.162000,0.786000,36.450000
6419,154.501000,0.802000,36.381000
6420,156.017000,0.790000,36.870000
6421,153.714000,0.795000,36.536000
6422,158.794000,0.796000,36.528000
6423,154.585000,0.798000,36.523000
6424,154.837000,0.793000,36.634000
6425,156.692000,0.791000,37.214000
6426,155.684000,0.827000,36.910000
6427,154.851000,0.847000,36.446000
6428,155.313000,0.790000,36.833000
6429,155.158000,0.799000,36.486000
6430,155.399000,0.827000,38.141000
6431,155.649000,0.799000,36.553000
6432,154.274000,0.816000,36.830000
6433,154.065000,0.845000,36.468000
6434,154.835000,0.808000,36.709000
6435,156.363000,0.829000,37.725000
6436,155.079000,0.804000,36.783000
6437,155.130000,0.797000,36.405000
6438,155.842000,0.869000,36.513000
6439,154.989000,0.793000,36.874000
6440,154.607000,0.797000,36.611000
6441,156.986000,0.797000,36.914000
6442,154.996000,0.824000,37.101000
6443,156.418000,0.790000,36.789000
6444,155.200000,0.864000,36.886000
6445,154.334000,0.797000,36.813000
6446,157.223000,0.801000,37.572000
6447,155.264000,0.830000,37.127000
6448,156.866000,0.794000,38.511000
6449,156.546000,0.802000,36.830000
6450,156.767000,0.821000,36.706000
6451,157.391000,0.799000,36.997000
6452,156.492000,0.806000,37.477000
6453,158.959000,0.879000,37.399000
6454,155.921000,0.790000,36.525000
6455,155.058000,0.797000,37.118000
6456,158.925000,0.789000,37.060000
6457,165.871000,0.906000,37.889000
6458,156.300000,0.801000,41.047000
6459,161.581000,0.832000,37.122000
6460,155.533000,0.790000,36.945000
6461,157.258000,0.792000,37.195000
6462,157.771000,0.797000,37.002000
6463,155.871000,0.794000,37.527000
6464,157.349000,0.840000,36.285000
6465,156.662000,0.804000,37.230000
6466,157.479000,0.836000,37.423000
6467,156.633000,0.796000,38.694000
6468,157.129000,0.788000,37.565000
6469,157.313000,0.797000,37.027000
6470,157.112000,0.791000,37.438000
6471,156.450000,0.793000,38.499000
6472,155.575000,0.826000,37.052000
6473,159.422000,0.803000,37.843000
6474,160.206000,0.830000,37.350000
6475,156.365000,0.902000,37.212000
6476,157.018000,0.798000,38.268000
6477,156.765000,0.817000,37.405000
6478,157.355000,0.799000,37.589000
6479,170.813000,1.024000,45.136000
6480,159.819000,0.821000,38.178000
6481,164.442000,0.824000,41.474000
6482,159.189000,0.823000,38.209000
6483,158.905000,0.899000,36.889000
6484,212.309000,0.975000,45.717000
6485,171.686000,0.828000,37.232000
6486,163.319000,0.814000,37.322000
6487,156.274000,0.799000,37.880000
6488,156.506000,0.886000,37.047000
6489,158.829000,0.811000,37.085000
6490,157.366000,0.803000,37.558000
6491,159.797000,0.804000,37.459000
6492,159.384000,0.814000,37.400000
6493,158.156000,0.815000,37.753000
6494,162.566000,0.806000,37.304000
6495,157.982000,0.805000,37.577000
6496,158.975000,0.829000,37.509000
6497,158.356000,0.813000,37.457000
6498,159.891000,0.817000,38.129000
6499,157.554000,0.803000,37.212000
6500,158.613000,0.802000,37.271000
6501,160.344000,0.803000,37.969000
6502,158.270000,0.839000,37.376000
6503,158.141000,0.827000,37.428000
6504,160.333000,0.801000,37.883000
6505,160.231000,0.802000,38.386000
6506,160.373000,0.899000,38.050000
6507,158.069000,0.809000,37.686000
6508,159.775000,0.799000,37.629000
6509,159.164000,0.799000,37.517000
6510,158.702000,0.804000,37.179000
6511,159.321000,0.802000,37.678000
6512,158.623000,0.803000,38.300000
6513,158.767000,0.805000,37.585000
6514,161.110000,0.805000,37.746000
6515,159.836000,0.820000,37.774000
6516,163.435000,0.892000,39.334000
6517,158.585000,0.811000,38.613000
6518,158.960000,0.801000,37.458000
6519,161.032000,0.800000,37.990000
6520,159.605000,0.807000,37.965000
6521,158.830000,0.858000,38.446000
6522,160.126000,0.819000,37.952000
6523,159.342000,0.811000,38.235000
6524,163.783000,0.822000,37.984000
6525,159.313000,0.805000,37.343000
6526,159.966000,0.846000,40.051000
6527,161.871000,0.807000,37.228000
6528,159.287000,0.797000,36.984000
6529,163.941000,0.806000,37.851000
6530,159.847000,0.842000,37.911000
6531,161.676000,0.918000,40.328000
6532,160.887000,0.808000,37.562000
6533,161.532000,0.809000,37.687000
6534,161.765000,0.821000,38.008000
6535,161.050000,0.797000,38.211000
6536,165.700000,0.906000,39.065000
6537,159.464000,0.803000,37.574000
6538,164.771000,0.815000,38.406000
6539,161.272000,0.805000,37.906000
6540,160.279000,0.807000,37.743000
6541,161.594000,0.910000,38.597000
6542,160.696000,0.811000,38.226000
6543,160.028000,0.809000,37.854000
6544,161.104000,0.815000,37.846000
6545,160.400000,0.819000,37.595000
6546,162.272000,0.914000,38.051000
6547,161.043000,0.809000,37.852000
6548,161.896000,0.809000,38.033000
6549,163.644000,0.816000,38.122000
6550,161.022000,0.796000,38.386000
6551,162.718000,0.902000,37.674000
6552,160.396000,0.924000,38.178000
6553,163.197000,0.899000,37.572000
6554,163.713000,0.831000,38.459000
6555,160.484000,0.911000,38.517000
6556,164.601000,0.818000,38.731000
6557,161.323000,0.840000,37.552000
6558,163.463000,0.810000,38.341000
6559,164.818000,0.815000,38.434000
6560,161.265000,0.812000,38.762000
6561,164.415000,0.850000,38.526000
6562,161.945000,0.847000,38.221000
6563,162.381000,0.818000,37.992000
6564,162.251000,0.820000,38.406000
6565,161.753000,0.818000,38.348000
6566,161.806000,0.811000,37.980000
6567,163.073000,0.814000,38.357000
6568,161.201000,0.802000,38.524000
6569,162.984000,0.875000,37.656000
6570,162.408000,0.866000,38.525000
6571,161.896000,0.809000,38.167000
6572,162.350000,0.809000,38.402000
6573,162.818000,0.803000,38.884000
6574,163.081000,0.916000,38.730000
6575,161.818000,0.812000,38.284000
6576,164.261000,0.814000,38.827000
6577,162.286000,0.816000,38.071000
6578,162.695000,0.813000,38.550000
6579,163.454000,0.846000,38.137000
6580,161.803000,0.820000,38.279000
6581,164.934000,0.813000,38.693000
6582,162.407000,0.816000,39.745000
6583,163.057000,0.815000,39.042000
6584,162.431000,0.809000,38.562000
6585,161.428000,0.813000,38.528000
6586,164.892000,0.915000,38.331000
6587,163.125000,0.913000,37.695000
6588,164.078000,0.913000,39.885000
6589,162.868000,0.821000,38.538000
6590,162.606000,0.830000,38.990000
6591,163.727000,0.809000,38.703000
6592,166.727000,0.809000,39.015000
6593,163.966000,0.922000,38.858000
6594,163.346000,0.813000,38.835000
6595,163.312000,0.812000,39.248000
6596,164.331000,0.806000,38.530000
6597,163.395000,0.919000,38.197000
6598,166.832000,0.808000,38.665000
6599,162.319000,0.818000,38.429000
6600,163.271000,0.829000,38.753000
6601,162.802000,0.847000,39.131000
6602,164.691000,0.812000,38.965000
6603,164.588000,0.805000,38.453000
6604,163.902000,0.814000,38.644000
6605,163.583000,0.824000,39.762000
6606,163.852000,0.833000,39.029000
6607,165.971000,0.849000,38.594000
6608,164.738000,0.815000,38.716000
6609,163.955000,0.843000,38.584000
6610,164.422000,0.826000,40.340000
6611,163.725000,0.834000,39.118000
6612,166.486000,0.823000,39.097000
6613,164.408000,0.816000,39.029000
6614,164.871000,0.810000,38.425000
6615,165.955000,0.928000,39.407000
6616,166.060000,0.842000,40.270000
6617,164.995000,0.841000,39.660000
