N,Bubble,Quick,Insert
822,2.094000,0.081000,0.612000
823,2.099000,0.082000,0.634000
824,2.216000,0.081000,0.580000
825,2.100000,0.081000,0.614000
826,2.110000,0.083000,0.610000
827,2.359000,0.094000,0.683000
828,2.786000,0.108000,0.716000
829,2.570000,0.096000,0.705000
830,2.430000,0.082000,0.655000
831,2.131000,0.083000,0.613000
832,2.189000,0.082000,0.625000
833,2.173000,0.082000,0.602000
834,2.147000,0.082000,0.645000
835,2.213000,0.085000,0.617000
836,2.194000,0.082000,0.626000
837,2.216000,0.083000,0.620000
838,2.866000,0.140000,0.746000
839,2.378000,0.088000,0.688000
840,2.236000,0.094000,0.723000
841,2.442000,0.093000,0.701000
842,2.247000,0.097000,0.640000
843,2.291000,0.084000,0.647000
844,2.175000,0.084000,0.652000
845,2.257000,0.108000,0.644000
846,2.234000,0.086000,0.650000
847,2.267000,0.095000,0.728000
848,2.980000,0.098000,0.821000
849,2.460000,0.097000,0.753000
850,2.279000,0.112000,0.683000
851,2.255000,0.084000,0.651000
852,2.284000,0.086000,0.634000
853,2.355000,0.098000,0.741000
854,2.519000,0.096000,0.638000
855,2.304000,0.085000,0.660000
856,2.333000,0.085000,0.634000
857,2.504000,0.109000,1.048000
858,2.814000,0.099000,0.740000
859,2.411000,0.086000,0.647000
860,2.265000,0.086000,0.718000
861,2.310000,0.086000,0.666000
862,2.360000,0.086000,0.683000
863,2.338000,0.084000,0.651000
864,2.302000,0.089000,0.679000
865,2.371000,0.098000,0.776000
866,2.596000,0.098000,0.752000
867,3.113000,0.102000,0.777000
868,2.572000,0.088000,0.688000
869,2.382000,0.087000,0.681000
870,2.368000,0.088000,0.676000
871,2.436000,0.087000,0.713000
872,2.336000,0.087000,0.657000
873,2.423000,0.088000,0.667000
874,2.385000,0.085000,0.699000
875,2.371000,0.087000,0.661000
876,2.557000,0.117000,1.153000
877,2.949000,0.103000,0.803000
878,2.676000,0.114000,0.690000
879,2.405000,0.088000,0.668000
880,2.454000,0.089000,0.758000
881,2.424000,0.099000,0.700000
882,2.414000,0.087000,0.687000
883,2.451000,0.089000,0.707000
884,2.382000,0.088000,0.699000
885,2.682000,0.111000,1.172000
886,2.828000,0.099000,0.792000
887,2.453000,0.089000,0.704000
888,2.453000,0.090000,0.686000
889,2.736000,0.103000,0.775000
890,2.667000,0.089000,0.742000
891,2.512000,0.089000,0.703000
892,2.474000,0.090000,0.735000
893,2.495000,0.090000,0.693000
894,2.772000,0.111000,1.260000
895,2.797000,0.091000,0.704000
896,2.512000,0.091000,0.737000
897,2.539000,0.091000,0.706000
898,2.510000,0.089000,0.741000
899,2.521000,0.092000,0.772000
900,2.617000,0.101000,0.794000
901,2.806000,0.109000,0.766000
902,2.536000,0.090000,0.774000
903,3.277000,0.103000,0.880000
904,2.836000,0.103000,0.850000
905,2.502000,0.092000,0.752000
906,2.532000,0.089000,0.737000
907,2.553000,0.090000,0.723000
908,2.583000,0.092000,0.751000
909,2.555000,0.091000,0.703000
910,2.565000,0.092000,0.722000
911,2.699000,0.103000,0.916000
912,3.387000,0.105000,0.820000
913,2.609000,0.093000,0.807000
914,2.640000,0.092000,0.766000
915,2.576000,0.091000,0.704000
916,2.634000,0.092000,0.759000
917,2.665000,0.092000,0.731000
918,2.659000,0.093000,0.770000
919,2.703000,0.104000,0.759000
920,3.495000,0.106000,0.841000
921,2.990000,0.105000,0.863000
922,2.910000,0.104000,0.858000
923,2.843000,0.094000,0.799000
924,2.704000,0.105000,0.865000
925,2.980000,0.107000,0.848000
926,2.776000,0.093000,0.733000
927,2.723000,0.093000,0.841000
928,3.427000,0.110000,0.963000
929,2.948000,0.095000,0.783000
930,2.754000,0.095000,0.750000
931,2.836000,0.106000,0.881000
932,2.728000,0.105000,0.900000
933,2.982000,0.104000,0.852000
934,2.989000,0.106000,0.863000
935,3.017000,0.108000,0.882000
936,3.529000,0.117000,0.930000
937,3.051000,0.108000,0.851000
938,2.702000,0.092000,0.776000
939,2.830000,0.095000,0.772000
940,2.736000,0.099000,0.818000
941,2.780000,0.109000,1.097000
942,3.058000,0.108000,0.885000
943,2.936000,0.107000,1.079000
944,3.585000,0.108000,0.910000
945,2.870000,0.095000,0.770000
946,2.774000,0.096000,0.786000
947,2.766000,0.096000,0.888000
948,2.791000,0.097000,0.793000
949,2.747000,0.096000,0.800000
950,2.820000,0.106000,0.882000
951,2.886000,0.109000,1.158000
952,3.588000,0.110000,0.942000
953,3.144000,0.107000,0.882000
954,2.865000,0.096000,0.823000
955,2.857000,0.097000,0.813000
956,2.989000,0.097000,0.832000
957,2.759000,0.098000,0.864000
958,2.833000,0.096000,0.828000
959,3.286000,0.114000,1.180000
960,3.238000,0.100000,0.817000
961,2.883000,0.098000,0.815000
962,2.892000,0.098000,0.843000
963,3.201000,0.110000,0.922000
964,2.970000,0.100000,0.830000
965,2.905000,0.098000,0.835000
966,3.006000,0.112000,0.990000
967,3.840000,0.098000,0.841000
968,2.944000,0.098000,0.832000
969,2.928000,0.099000,0.818000
970,2.967000,0.098000,0.830000
971,2.898000,0.099000,0.836000
972,2.968000,0.096000,0.917000
973,3.211000,0.113000,0.923000
974,3.413000,0.149000,1.131000
975,3.389000,0.113000,0.957000
976,3.263000,0.110000,0.935000
977,2.985000,0.101000,0.876000
978,2.923000,0.097000,0.884000
979,2.938000,0.101000,0.846000
980,2.948000,0.099000,0.869000
981,2.933000,0.102000,0.964000
982,3.907000,0.114000,0.935000
983,3.334000,0.112000,0.954000
984,3.122000,0.099000,0.858000
985,2.984000,0.099000,0.848000
986,3.013000,0.101000,0.881000
987,2.982000,0.100000,0.887000
988,2.968000,0.100000,0.866000
989,3.938000,0.125000,1.064000
990,3.393000,0.114000,0.976000
991,3.187000,0.115000,0.981000
992,3.284000,0.101000,0.880000
993,3.040000,0.124000,0.909000
994,3.080000,0.100000,0.931000
995,3.059000,0.102000,0.885000
996,3.447000,0.115000,0.963000
997,3.388000,0.101000,0.903000
998,3.072000,0.101000,0.892000
999,3.081000,0.102000,0.945000
